# Units: time in UTC, local_time in Asia/Kolkata, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
,,,,,
global_time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
1/1/2019 0:00,1/1/2019 5:30,0,0,0,7.426
1/1/2019 1:00,1/1/2019 6:30,0.071,0.041,0.051,8.582
1/1/2019 2:00,1/1/2019 7:30,0.277,0.192,0.123,11.698
1/1/2019 3:00,1/1/2019 8:30,0.519,0.472,0.136,14.405
1/1/2019 4:00,1/1/2019 9:30,0.639,0.642,0.142,18.431
1/1/2019 5:00,1/1/2019 10:30,0.694,0.731,0.149,21.681
1/1/2019 6:00,1/1/2019 11:30,0.654,0.654,0.172,22.729
1/1/2019 7:00,1/1/2019 12:30,0.607,0.588,0.171,23.167
1/1/2019 8:00,1/1/2019 13:30,0.5,0.449,0.162,23.154
1/1/2019 9:00,1/1/2019 14:30,0.348,0.279,0.137,22.58
1/1/2019 10:00,1/1/2019 15:30,0.135,0.084,0.084,20.863
1/1/2019 11:00,1/1/2019 16:30,0.003,0.003,0.008,18.695
1/1/2019 12:00,1/1/2019 17:30,0,0,0,17.329
1/1/2019 13:00,1/1/2019 18:30,0,0,0,16.092
1/1/2019 14:00,1/1/2019 19:30,0,0,0,14.75
1/1/2019 15:00,1/1/2019 20:30,0,0,0,13.377
1/1/2019 16:00,1/1/2019 21:30,0,0,0,12.14
1/1/2019 17:00,1/1/2019 22:30,0,0,0,11.157
1/1/2019 18:00,1/1/2019 23:30,0,0,0,10.398
1/1/2019 19:00,1/2/2019 0:30,0,0,0,9.801
1/1/2019 20:00,1/2/2019 1:30,0,0,0,9.303
1/1/2019 21:00,1/2/2019 2:30,0,0,0,8.848
1/1/2019 22:00,1/2/2019 3:30,0,0,0,8.408
1/1/2019 23:00,1/2/2019 4:30,0,0,0,7.987
1/2/2019 0:00,1/2/2019 5:30,0,0,0,7.598
1/2/2019 1:00,1/2/2019 6:30,0.071,0.04,0.051,8.753
1/2/2019 2:00,1/2/2019 7:30,0.276,0.189,0.126,12.125
1/2/2019 3:00,1/2/2019 8:30,0.469,0.389,0.156,14.558
1/2/2019 4:00,1/2/2019 9:30,0.594,0.553,0.168,18.158
1/2/2019 5:00,1/2/2019 10:30,0.653,0.647,0.172,21.657
1/2/2019 6:00,1/2/2019 11:30,0.674,0.692,0.165,22.97
1/2/2019 7:00,1/2/2019 12:30,0.626,0.625,0.162,23.466
1/2/2019 8:00,1/2/2019 13:30,0.518,0.48,0.157,23.441
1/2/2019 9:00,1/2/2019 14:30,0.321,0.238,0.146,22.679
1/2/2019 10:00,1/2/2019 15:30,0.119,0.065,0.084,20.52
1/2/2019 11:00,1/2/2019 16:30,0.002,0.003,0.007,18.288
1/2/2019 12:00,1/2/2019 17:30,0,0,0,17.223
1/2/2019 13:00,1/2/2019 18:30,0,0,0,16.596
1/2/2019 14:00,1/2/2019 19:30,0,0,0,15.845
1/2/2019 15:00,1/2/2019 20:30,0,0,0,14.84
1/2/2019 16:00,1/2/2019 21:30,0,0,0,13.69
1/2/2019 17:00,1/2/2019 22:30,0,0,0,12.598
1/2/2019 18:00,1/2/2019 23:30,0,0,0,11.561
1/2/2019 19:00,1/3/2019 0:30,0,0,0,10.596
1/2/2019 20:00,1/3/2019 1:30,0,0,0,9.824
1/2/2019 21:00,1/3/2019 2:30,0,0,0,9.182
1/2/2019 22:00,1/3/2019 3:30,0,0,0,8.65
1/2/2019 23:00,1/3/2019 4:30,0,0,0,8.208
1/3/2019 0:00,1/3/2019 5:30,0,0,0,7.811
1/3/2019 1:00,1/3/2019 6:30,0.065,0.034,0.051,8.927
1/3/2019 2:00,1/3/2019 7:30,0.258,0.163,0.133,12.615
1/3/2019 3:00,1/3/2019 8:30,0.384,0.255,0.188,14.764
1/3/2019 4:00,1/3/2019 9:30,0.514,0.399,0.213,17.534
1/3/2019 5:00,1/3/2019 10:30,0.581,0.497,0.218,21.146
1/3/2019 6:00,1/3/2019 11:30,0.617,0.568,0.205,22.971
1/3/2019 7:00,1/3/2019 12:30,0.567,0.504,0.2,23.578
1/3/2019 8:00,1/3/2019 13:30,0.456,0.366,0.189,23.486
1/3/2019 9:00,1/3/2019 14:30,0.292,0.192,0.157,22.674
1/3/2019 10:00,1/3/2019 15:30,0.107,0.052,0.084,19.958
1/3/2019 11:00,1/3/2019 16:30,0.002,0.002,0.007,17.842
1/3/2019 12:00,1/3/2019 17:30,0,0,0,16.977
1/3/2019 13:00,1/3/2019 18:30,0,0,0,16.085
1/3/2019 14:00,1/3/2019 19:30,0,0,0,14.758
1/3/2019 15:00,1/3/2019 20:30,0,0,0,13.256
1/3/2019 16:00,1/3/2019 21:30,0,0,0,11.952
1/3/2019 17:00,1/3/2019 22:30,0,0,0,10.902
1/3/2019 18:00,1/3/2019 23:30,0,0,0,10.148
1/3/2019 19:00,1/4/2019 0:30,0,0,0,9.538
1/3/2019 20:00,1/4/2019 1:30,0,0,0,8.938
1/3/2019 21:00,1/4/2019 2:30,0,0,0,8.451
1/3/2019 22:00,1/4/2019 3:30,0,0,0,8.101
1/3/2019 23:00,1/4/2019 4:30,0,0,0,7.807
1/4/2019 0:00,1/4/2019 5:30,0,0,0,7.576
1/4/2019 1:00,1/4/2019 6:30,0.057,0.027,0.049,8.771
1/4/2019 2:00,1/4/2019 7:30,0.235,0.135,0.135,12.428
1/4/2019 3:00,1/4/2019 8:30,0.419,0.305,0.18,14.784
1/4/2019 4:00,1/4/2019 9:30,0.546,0.457,0.198,18.185
1/4/2019 5:00,1/4/2019 10:30,0.61,0.553,0.203,21.642
1/4/2019 6:00,1/4/2019 11:30,0.63,0.595,0.197,22.934
1/4/2019 7:00,1/4/2019 12:30,0.579,0.527,0.194,23.588
1/4/2019 8:00,1/4/2019 13:30,0.466,0.381,0.187,23.666
1/4/2019 9:00,1/4/2019 14:30,0.27,0.163,0.161,23.004
1/4/2019 10:00,1/4/2019 15:30,0.095,0.041,0.083,21.077
1/4/2019 11:00,1/4/2019 16:30,0.001,0.002,0.007,19.233
1/4/2019 12:00,1/4/2019 17:30,0,0,0,18.048
1/4/2019 13:00,1/4/2019 18:30,0,0,0,17.168
1/4/2019 14:00,1/4/2019 19:30,0,0,0,15.967
1/4/2019 15:00,1/4/2019 20:30,0,0,0,14.631
1/4/2019 16:00,1/4/2019 21:30,0,0,0,13.596
1/4/2019 17:00,1/4/2019 22:30,0,0,0,12.579
1/4/2019 18:00,1/4/2019 23:30,0,0,0,11.71
1/4/2019 19:00,1/5/2019 0:30,0,0,0,11.009
1/4/2019 20:00,1/5/2019 1:30,0,0,0,10.372
1/4/2019 21:00,1/5/2019 2:30,0,0,0,9.692
1/4/2019 22:00,1/5/2019 3:30,0,0,0,9.04
1/4/2019 23:00,1/5/2019 4:30,0,0,0,8.526
1/5/2019 0:00,1/5/2019 5:30,0,0,0,8.188
1/5/2019 1:00,1/5/2019 6:30,0.063,0.033,0.05,9.317
1/5/2019 2:00,1/5/2019 7:30,0.257,0.165,0.13,12.668
1/5/2019 3:00,1/5/2019 8:30,0.481,0.409,0.153,15.167
1/5/2019 4:00,1/5/2019 9:30,0.61,0.585,0.16,19.022
1/5/2019 5:00,1/5/2019 10:30,0.674,0.688,0.162,21.674
1/5/2019 6:00,1/5/2019 11:30,0.687,0.715,0.161,22.841
1/5/2019 7:00,1/5/2019 12:30,0.604,0.579,0.177,23.434
1/5/2019 8:00,1/5/2019 13:30,0.439,0.345,0.188,23.33
1/5/2019 9:00,1/5/2019 14:30,0.337,0.26,0.144,22.802
1/5/2019 10:00,1/5/2019 15:30,0.144,0.092,0.086,20.808
1/5/2019 11:00,1/5/2019 16:30,0.004,0.004,0.008,18.856
1/5/2019 12:00,1/5/2019 17:30,0,0,0,18.25
1/5/2019 13:00,1/5/2019 18:30,0,0,0,17.802
1/5/2019 14:00,1/5/2019 19:30,0,0,0,17.187
1/5/2019 15:00,1/5/2019 20:30,0,0,0,16.358
1/5/2019 16:00,1/5/2019 21:30,0,0,0,15.499
1/5/2019 17:00,1/5/2019 22:30,0,0,0,14.624
1/5/2019 18:00,1/5/2019 23:30,0,0,0,13.637
1/5/2019 19:00,1/6/2019 0:30,0,0,0,12.724
1/5/2019 20:00,1/6/2019 1:30,0,0,0,11.848
1/5/2019 21:00,1/6/2019 2:30,0,0,0,11.052
1/5/2019 22:00,1/6/2019 3:30,0,0,0,10.259
1/5/2019 23:00,1/6/2019 4:30,0,0,0,9.672
1/6/2019 0:00,1/6/2019 5:30,0,0,0,9.289
1/6/2019 1:00,1/6/2019 6:30,0.125,0.098,0.052,10.793
1/6/2019 2:00,1/6/2019 7:30,0.378,0.342,0.093,14.234
1/6/2019 3:00,1/6/2019 8:30,0.57,0.579,0.104,17.058
1/6/2019 4:00,1/6/2019 9:30,0.683,0.752,0.11,21.38
1/6/2019 5:00,1/6/2019 10:30,0.741,0.849,0.113,23.282
1/6/2019 6:00,1/6/2019 11:30,0.757,0.885,0.109,24.277
1/6/2019 7:00,1/6/2019 12:30,0.711,0.819,0.106,24.845
1/6/2019 8:00,1/6/2019 13:30,0.611,0.673,0.101,24.969
1/6/2019 9:00,1/6/2019 14:30,0.438,0.439,0.096,24.493
1/6/2019 10:00,1/6/2019 15:30,0.206,0.178,0.072,22.814
1/6/2019 11:00,1/6/2019 16:30,0.007,0.009,0.009,20.924
1/6/2019 12:00,1/6/2019 17:30,0,0,0,20.331
1/6/2019 13:00,1/6/2019 18:30,0,0,0,19.636
1/6/2019 14:00,1/6/2019 19:30,0,0,0,18.822
1/6/2019 15:00,1/6/2019 20:30,0,0,0,17.816
1/6/2019 16:00,1/6/2019 21:30,0,0,0,16.664
1/6/2019 17:00,1/6/2019 22:30,0,0,0,15.512
1/6/2019 18:00,1/6/2019 23:30,0,0,0,14.175
1/6/2019 19:00,1/7/2019 0:30,0,0,0,12.606
1/6/2019 20:00,1/7/2019 1:30,0,0,0,11.359
1/6/2019 21:00,1/7/2019 2:30,0,0,0,10.671
1/6/2019 22:00,1/7/2019 3:30,0,0,0,10.244
1/6/2019 23:00,1/7/2019 4:30,0,0,0,9.893
1/7/2019 0:00,1/7/2019 5:30,0,0,0,9.586
1/7/2019 1:00,1/7/2019 6:30,0.125,0.098,0.053,11.206
1/7/2019 2:00,1/7/2019 7:30,0.371,0.332,0.096,14.876
1/7/2019 3:00,1/7/2019 8:30,0.559,0.561,0.11,17.602
1/7/2019 4:00,1/7/2019 9:30,0.671,0.728,0.117,21.734
1/7/2019 5:00,1/7/2019 10:30,0.724,0.819,0.121,24.259
1/7/2019 6:00,1/7/2019 11:30,0.73,0.835,0.122,25.306
1/7/2019 7:00,1/7/2019 12:30,0.683,0.765,0.12,25.882
1/7/2019 8:00,1/7/2019 13:30,0.58,0.618,0.115,25.96
1/7/2019 9:00,1/7/2019 14:30,0.416,0.403,0.106,25.337
1/7/2019 10:00,1/7/2019 15:30,0.186,0.15,0.077,23.193
1/7/2019 11:00,1/7/2019 16:30,0.006,0.007,0.009,20.702
1/7/2019 12:00,1/7/2019 17:30,0,0,0,19.783
1/7/2019 13:00,1/7/2019 18:30,0,0,0,19.004
1/7/2019 14:00,1/7/2019 19:30,0,0,0,18.162
1/7/2019 15:00,1/7/2019 20:30,0,0,0,17.61
1/7/2019 16:00,1/7/2019 21:30,0,0,0,17.128
1/7/2019 17:00,1/7/2019 22:30,0,0,0,16.225
1/7/2019 18:00,1/7/2019 23:30,0,0,0,14.808
1/7/2019 19:00,1/8/2019 0:30,0,0,0,13.345
1/7/2019 20:00,1/8/2019 1:30,0,0,0,12.436
1/7/2019 21:00,1/8/2019 2:30,0,0,0,11.96
1/7/2019 22:00,1/8/2019 3:30,0,0,0,11.613
1/7/2019 23:00,1/8/2019 4:30,0,0,0,11.254
1/8/2019 0:00,1/8/2019 5:30,0,0,0,10.894
1/8/2019 1:00,1/8/2019 6:30,0.076,0.043,0.054,11.71
1/8/2019 2:00,1/8/2019 7:30,0.278,0.189,0.13,13.697
1/8/2019 3:00,1/8/2019 8:30,0.468,0.388,0.162,16.637
1/8/2019 4:00,1/8/2019 9:30,0.588,0.547,0.175,20.382
1/8/2019 5:00,1/8/2019 10:30,0.647,0.632,0.184,22.936
1/8/2019 6:00,1/8/2019 11:30,0.596,0.535,0.213,24.014
1/8/2019 7:00,1/8/2019 12:30,0.541,0.458,0.214,24.48
1/8/2019 8:00,1/8/2019 13:30,0.427,0.319,0.202,24.399
1/8/2019 9:00,1/8/2019 14:30,0.261,0.151,0.164,23.693
1/8/2019 10:00,1/8/2019 15:30,0.092,0.037,0.083,21.429
1/8/2019 11:00,1/8/2019 16:30,0.002,0.002,0.007,18.66
1/8/2019 12:00,1/8/2019 17:30,0,0,0,17.341
1/8/2019 13:00,1/8/2019 18:30,0,0,0,16.335
1/8/2019 14:00,1/8/2019 19:30,0,0,0,15.451
1/8/2019 15:00,1/8/2019 20:30,0,0,0,14.752
1/8/2019 16:00,1/8/2019 21:30,0,0,0,14.18
1/8/2019 17:00,1/8/2019 22:30,0,0,0,13.659
1/8/2019 18:00,1/8/2019 23:30,0,0,0,13.158
1/8/2019 19:00,1/9/2019 0:30,0,0,0,12.757
1/8/2019 20:00,1/9/2019 1:30,0,0,0,12.42
1/8/2019 21:00,1/9/2019 2:30,0,0,0,12.04
1/8/2019 22:00,1/9/2019 3:30,0,0,0,11.642
1/8/2019 23:00,1/9/2019 4:30,0,0,0,11.317
1/9/2019 0:00,1/9/2019 5:30,0,0,0,11.059
1/9/2019 1:00,1/9/2019 6:30,0.069,0.037,0.053,12.41
1/9/2019 2:00,1/9/2019 7:30,0.267,0.179,0.131,15.457
1/9/2019 3:00,1/9/2019 8:30,0.465,0.389,0.16,17.96
1/9/2019 4:00,1/9/2019 9:30,0.597,0.571,0.167,21.569
1/9/2019 5:00,1/9/2019 10:30,0.663,0.673,0.17,23.657
1/9/2019 6:00,1/9/2019 11:30,0.646,0.64,0.183,24.332
1/9/2019 7:00,1/9/2019 12:30,0.593,0.563,0.183,24.619
1/9/2019 8:00,1/9/2019 13:30,0.484,0.419,0.176,24.497
1/9/2019 9:00,1/9/2019 14:30,0.306,0.215,0.154,23.712
1/9/2019 10:00,1/9/2019 15:30,0.115,0.058,0.087,21.515
1/9/2019 11:00,1/9/2019 16:30,0.003,0.003,0.008,19.144
1/9/2019 12:00,1/9/2019 17:30,0,0,0,18.474
1/9/2019 13:00,1/9/2019 18:30,0,0,0,18.022
1/9/2019 14:00,1/9/2019 19:30,0,0,0,17.328
1/9/2019 15:00,1/9/2019 20:30,0,0,0,16.214
1/9/2019 16:00,1/9/2019 21:30,0,0,0,14.939
1/9/2019 17:00,1/9/2019 22:30,0,0,0,13.65
1/9/2019 18:00,1/9/2019 23:30,0,0,0,12.499
1/9/2019 19:00,1/10/2019 0:30,0,0,0,11.683
1/9/2019 20:00,1/10/2019 1:30,0,0,0,11.088
1/9/2019 21:00,1/10/2019 2:30,0,0,0,10.583
1/9/2019 22:00,1/10/2019 3:30,0,0,0,10.089
1/9/2019 23:00,1/10/2019 4:30,0,0,0,9.631
1/10/2019 0:00,1/10/2019 5:30,0,0,0.001,9.206
1/10/2019 1:00,1/10/2019 6:30,0.09,0.057,0.055,10.562
1/10/2019 2:00,1/10/2019 7:30,0.314,0.24,0.121,13.899
1/10/2019 3:00,1/10/2019 8:30,0.475,0.404,0.154,16.247
1/10/2019 4:00,1/10/2019 9:30,0.6,0.571,0.165,20.042
1/10/2019 5:00,1/10/2019 10:30,0.661,0.667,0.169,22.467
1/10/2019 6:00,1/10/2019 11:30,0.668,0.68,0.17,23.335
1/10/2019 7:00,1/10/2019 12:30,0.62,0.614,0.167,23.735
1/10/2019 8:00,1/10/2019 13:30,0.514,0.473,0.159,23.683
1/10/2019 9:00,1/10/2019 14:30,0.351,0.282,0.139,23.047
1/10/2019 10:00,1/10/2019 15:30,0.141,0.087,0.087,20.969
1/10/2019 11:00,1/10/2019 16:30,0.004,0.004,0.009,19.011
1/10/2019 12:00,1/10/2019 17:30,0,0,0,18.32
1/10/2019 13:00,1/10/2019 18:30,0,0,0,17.572
1/10/2019 14:00,1/10/2019 19:30,0,0,0,16.661
1/10/2019 15:00,1/10/2019 20:30,0,0,0,15.823
1/10/2019 16:00,1/10/2019 21:30,0,0,0,14.707
1/10/2019 17:00,1/10/2019 22:30,0,0,0,13.559
1/10/2019 18:00,1/10/2019 23:30,0,0,0,12.558
1/10/2019 19:00,1/11/2019 0:30,0,0,0,11.571
1/10/2019 20:00,1/11/2019 1:30,0,0,0,10.526
1/10/2019 21:00,1/11/2019 2:30,0,0,0,9.752
1/10/2019 22:00,1/11/2019 3:30,0,0,0,9.289
1/10/2019 23:00,1/11/2019 4:30,0,0,0,8.978
1/11/2019 0:00,1/11/2019 5:30,0,0,0.001,8.631
1/11/2019 1:00,1/11/2019 6:30,0.092,0.058,0.056,9.707
1/11/2019 2:00,1/11/2019 7:30,0.314,0.238,0.12,12.868
1/11/2019 3:00,1/11/2019 8:30,0.508,0.455,0.142,15.447
1/11/2019 4:00,1/11/2019 9:30,0.628,0.624,0.15,19.67
1/11/2019 5:00,1/11/2019 10:30,0.689,0.719,0.154,21.687
1/11/2019 6:00,1/11/2019 11:30,0.694,0.729,0.156,22.632
1/11/2019 7:00,1/11/2019 12:30,0.647,0.666,0.152,23.154
1/11/2019 8:00,1/11/2019 13:30,0.542,0.522,0.147,23.234
1/11/2019 9:00,1/11/2019 14:30,0.345,0.273,0.14,22.647
1/11/2019 10:00,1/11/2019 15:30,0.136,0.081,0.088,20.711
1/11/2019 11:00,1/11/2019 16:30,0.004,0.004,0.009,18.594
1/11/2019 12:00,1/11/2019 17:30,0,0,0,17.653
1/11/2019 13:00,1/11/2019 18:30,0,0,0,17.039
1/11/2019 14:00,1/11/2019 19:30,0,0,0,16.45
1/11/2019 15:00,1/11/2019 20:30,0,0,0,15.976
1/11/2019 16:00,1/11/2019 21:30,0,0,0,15.389
1/11/2019 17:00,1/11/2019 22:30,0,0,0,14.521
1/11/2019 18:00,1/11/2019 23:30,0,0,0,13.212
1/11/2019 19:00,1/12/2019 0:30,0,0,0,11.846
1/11/2019 20:00,1/12/2019 1:30,0,0,0,10.708
1/11/2019 21:00,1/12/2019 2:30,0,0,0,9.942
1/11/2019 22:00,1/12/2019 3:30,0,0,0,9.426
1/11/2019 23:00,1/12/2019 4:30,0,0,0,9.048
1/12/2019 0:00,1/12/2019 5:30,0,0,0.001,8.758
1/12/2019 1:00,1/12/2019 6:30,0.084,0.049,0.056,10.135
1/12/2019 2:00,1/12/2019 7:30,0.296,0.212,0.128,13.774
1/12/2019 3:00,1/12/2019 8:30,0.451,0.36,0.168,16.118
1/12/2019 4:00,1/12/2019 9:30,0.574,0.517,0.183,19.875
1/12/2019 5:00,1/12/2019 10:30,0.633,0.607,0.188,22.72
1/12/2019 6:00,1/12/2019 11:30,0.65,0.64,0.184,23.786
1/12/2019 7:00,1/12/2019 12:30,0.601,0.574,0.181,24.223
1/12/2019 8:00,1/12/2019 13:30,0.495,0.436,0.172,24.179
1/12/2019 9:00,1/12/2019 14:30,0.329,0.246,0.149,23.507
1/12/2019 10:00,1/12/2019 15:30,0.127,0.07,0.089,21.499
1/12/2019 11:00,1/12/2019 16:30,0.004,0.004,0.009,19.659
1/12/2019 12:00,1/12/2019 17:30,0,0,0,18.863
1/12/2019 13:00,1/12/2019 18:30,0,0,0,18.17
1/12/2019 14:00,1/12/2019 19:30,0,0,0,17.387
1/12/2019 15:00,1/12/2019 20:30,0,0,0,16.591
1/12/2019 16:00,1/12/2019 21:30,0,0,0,15.655
1/12/2019 17:00,1/12/2019 22:30,0,0,0,14.723
1/12/2019 18:00,1/12/2019 23:30,0,0,0,13.786
1/12/2019 19:00,1/13/2019 0:30,0,0,0,12.642
1/12/2019 20:00,1/13/2019 1:30,0,0,0,11.462
1/12/2019 21:00,1/13/2019 2:30,0,0,0,10.651
1/12/2019 22:00,1/13/2019 3:30,0,0,0,10.101
1/12/2019 23:00,1/13/2019 4:30,0,0,0,9.691
1/13/2019 0:00,1/13/2019 5:30,0,0,0.001,9.344
1/13/2019 1:00,1/13/2019 6:30,0.081,0.047,0.056,10.668
1/13/2019 2:00,1/13/2019 7:30,0.289,0.203,0.129,14.213
1/13/2019 3:00,1/13/2019 8:30,0.481,0.41,0.156,16.654
1/13/2019 4:00,1/13/2019 9:30,0.604,0.578,0.165,20.563
1/13/2019 5:00,1/13/2019 10:30,0.663,0.674,0.169,23.556
1/13/2019 6:00,1/13/2019 11:30,0.675,0.7,0.167,24.768
1/13/2019 7:00,1/13/2019 12:30,0.628,0.637,0.163,25.37
1/13/2019 8:00,1/13/2019 13:30,0.523,0.492,0.158,25.457
1/13/2019 9:00,1/13/2019 14:30,0.314,0.228,0.152,24.743
1/13/2019 10:00,1/13/2019 15:30,0.119,0.063,0.089,22.725
1/13/2019 11:00,1/13/2019 16:30,0.004,0.004,0.009,21.168
1/13/2019 12:00,1/13/2019 17:30,0,0,0,20.487
1/13/2019 13:00,1/13/2019 18:30,0,0,0,19.808
1/13/2019 14:00,1/13/2019 19:30,0,0,0,18.958
1/13/2019 15:00,1/13/2019 20:30,0,0,0,17.835
1/13/2019 16:00,1/13/2019 21:30,0,0,0,16.535
1/13/2019 17:00,1/13/2019 22:30,0,0,0,15.241
1/13/2019 18:00,1/13/2019 23:30,0,0,0,14.109
1/13/2019 19:00,1/14/2019 0:30,0,0,0,13.207
1/13/2019 20:00,1/14/2019 1:30,0,0,0,12.577
1/13/2019 21:00,1/14/2019 2:30,0,0,0,12.11
1/13/2019 22:00,1/14/2019 3:30,0,0,0,11.791
1/13/2019 23:00,1/14/2019 4:30,0,0,0,11.534
1/14/2019 0:00,1/14/2019 5:30,0,0,0.001,11.292
1/14/2019 1:00,1/14/2019 6:30,0.049,0.019,0.049,12.448
1/14/2019 2:00,1/14/2019 7:30,0.194,0.085,0.142,15.421
1/14/2019 3:00,1/14/2019 8:30,0.351,0.203,0.207,17.435
1/14/2019 4:00,1/14/2019 9:30,0.476,0.334,0.238,20.619
1/14/2019 5:00,1/14/2019 10:30,0.542,0.424,0.245,23.357
1/14/2019 6:00,1/14/2019 11:30,0.616,0.563,0.216,24.694
1/14/2019 7:00,1/14/2019 12:30,0.565,0.499,0.209,25.217
1/14/2019 8:00,1/14/2019 13:30,0.455,0.36,0.198,25.183
1/14/2019 9:00,1/14/2019 14:30,0.29,0.185,0.166,24.637
1/14/2019 10:00,1/14/2019 15:30,0.107,0.047,0.09,23.09
1/14/2019 11:00,1/14/2019 16:30,0.003,0.003,0.009,21.239
1/14/2019 12:00,1/14/2019 17:30,0,0,0,20.048
1/14/2019 13:00,1/14/2019 18:30,0,0,0,19.073
1/14/2019 14:00,1/14/2019 19:30,0,0,0,17.974
1/14/2019 15:00,1/14/2019 20:30,0,0,0,16.697
1/14/2019 16:00,1/14/2019 21:30,0,0,0,15.285
1/14/2019 17:00,1/14/2019 22:30,0,0,0,14.128
1/14/2019 18:00,1/14/2019 23:30,0,0,0,13.349
1/14/2019 19:00,1/15/2019 0:30,0,0,0,12.694
1/14/2019 20:00,1/15/2019 1:30,0,0,0,12.087
1/14/2019 21:00,1/15/2019 2:30,0,0,0,11.612
1/14/2019 22:00,1/15/2019 3:30,0,0,0,11.15
1/14/2019 23:00,1/15/2019 4:30,0,0,0,10.679
1/15/2019 0:00,1/15/2019 5:30,0,0,0.001,10.206
1/15/2019 1:00,1/15/2019 6:30,0.096,0.062,0.057,11.403
1/15/2019 2:00,1/15/2019 7:30,0.339,0.275,0.114,13.868
1/15/2019 3:00,1/15/2019 8:30,0.547,0.53,0.123,16.96
1/15/2019 4:00,1/15/2019 9:30,0.671,0.721,0.124,21.466
1/15/2019 5:00,1/15/2019 10:30,0.736,0.828,0.125,23.201
1/15/2019 6:00,1/15/2019 11:30,0.727,0.811,0.132,23.885
1/15/2019 7:00,1/15/2019 12:30,0.683,0.749,0.129,24.223
1/15/2019 8:00,1/15/2019 13:30,0.582,0.605,0.123,24.112
1/15/2019 9:00,1/15/2019 14:30,0.398,0.362,0.119,23.324
1/15/2019 10:00,1/15/2019 15:30,0.178,0.132,0.084,21.192
1/15/2019 11:00,1/15/2019 16:30,0.008,0.008,0.011,18.139
1/15/2019 12:00,1/15/2019 17:30,0,0,0,16.888
1/15/2019 13:00,1/15/2019 18:30,0,0,0,15.916
1/15/2019 14:00,1/15/2019 19:30,0,0,0,14.778
1/15/2019 15:00,1/15/2019 20:30,0,0,0,13.539
1/15/2019 16:00,1/15/2019 21:30,0,0,0,12.339
1/15/2019 17:00,1/15/2019 22:30,0,0,0,11.17
1/15/2019 18:00,1/15/2019 23:30,0,0,0,10.325
1/15/2019 19:00,1/16/2019 0:30,0,0,0,9.83
1/15/2019 20:00,1/16/2019 1:30,0,0,0,9.309
1/15/2019 21:00,1/16/2019 2:30,0,0,0,8.434
1/15/2019 22:00,1/16/2019 3:30,0,0,0,7.772
1/15/2019 23:00,1/16/2019 4:30,0,0,0,7.246
1/16/2019 0:00,1/16/2019 5:30,0,0.001,0.001,6.795
1/16/2019 1:00,1/16/2019 6:30,0.161,0.131,0.055,8.707
1/16/2019 2:00,1/16/2019 7:30,0.411,0.38,0.09,12.318
1/16/2019 3:00,1/16/2019 8:30,0.596,0.61,0.101,15.269
1/16/2019 4:00,1/16/2019 9:30,0.703,0.774,0.109,19.559
1/16/2019 5:00,1/16/2019 10:30,0.757,0.862,0.114,21.403
1/16/2019 6:00,1/16/2019 11:30,0.749,0.85,0.12,22.395
1/16/2019 7:00,1/16/2019 12:30,0.699,0.775,0.12,23.04
1/16/2019 8:00,1/16/2019 13:30,0.591,0.62,0.117,23.237
1/16/2019 9:00,1/16/2019 14:30,0.419,0.396,0.11,22.829
1/16/2019 10:00,1/16/2019 15:30,0.186,0.143,0.082,20.985
1/16/2019 11:00,1/16/2019 16:30,0.008,0.008,0.011,18.122
1/16/2019 12:00,1/16/2019 17:30,0,0,0,16.794
1/16/2019 13:00,1/16/2019 18:30,0,0,0,16.146
1/16/2019 14:00,1/16/2019 19:30,0,0,0,15.503
1/16/2019 15:00,1/16/2019 20:30,0,0,0,14.784
1/16/2019 16:00,1/16/2019 21:30,0,0,0,13.748
1/16/2019 17:00,1/16/2019 22:30,0,0,0,12.651
1/16/2019 18:00,1/16/2019 23:30,0,0,0,11.885
1/16/2019 19:00,1/17/2019 0:30,0,0,0,11.031
1/16/2019 20:00,1/17/2019 1:30,0,0,0,9.922
1/16/2019 21:00,1/17/2019 2:30,0,0,0,9.314
1/16/2019 22:00,1/17/2019 3:30,0,0,0,8.815
1/16/2019 23:00,1/17/2019 4:30,0,0,0,8.358
1/17/2019 0:00,1/17/2019 5:30,0,0.001,0.001,7.966
1/17/2019 1:00,1/17/2019 6:30,0.13,0.096,0.059,9.745
1/17/2019 2:00,1/17/2019 7:30,0.373,0.322,0.106,13.523
1/17/2019 3:00,1/17/2019 8:30,0.528,0.492,0.133,16.192
1/17/2019 4:00,1/17/2019 9:30,0.642,0.655,0.143,20.386
1/17/2019 5:00,1/17/2019 10:30,0.698,0.744,0.148,22.928
1/17/2019 6:00,1/17/2019 11:30,0.696,0.743,0.153,23.928
1/17/2019 7:00,1/17/2019 12:30,0.643,0.665,0.153,24.395
1/17/2019 8:00,1/17/2019 13:30,0.534,0.514,0.148,24.36
1/17/2019 9:00,1/17/2019 14:30,0.386,0.338,0.128,23.811
1/17/2019 10:00,1/17/2019 15:30,0.164,0.113,0.088,21.608
1/17/2019 11:00,1/17/2019 16:30,0.007,0.007,0.011,18.618
1/17/2019 12:00,1/17/2019 17:30,0,0,0,17.439
1/17/2019 13:00,1/17/2019 18:30,0,0,0,16.759
